6.48 1.02 33.31
6.12 0.63 30.59
6.49 1.04 33.14
6.89 1.49 35.23
8.21 2.37 43.30
7.23 1.52 37.49
7.27 2.09 37.73
6.56 1.37 35.12
7.76 1.94 38.31
6.91 1.66 30.31
7.51 1.85 35.28
6.91 1.70 32.15
6.98 1.53 34.55
7.07 2.28 33.37
6.95 1.67 34.14
5.63 1.39 30.80
6.90 1.44 35.46
5.90 1.04 31.34
5.57 1.37 30.95
6.31 1.71 36.02
5.81 1.30 32.12
6.30 1.17 33.55
5.64 1.20 30.77
5.70 1.29 32.13
6.59 1.15 34.18
6.29 1.00 35.19
6.78 1.38 36.11
7.24 2.02 33.48
6.50 1.53 28.27
6.52 1.48 30.26
7.37 2.78 33.61
6.76 2.20 28.62
6.01 3.06 21.02
5.90 2.81 25.84
6.84 3.10 33.58
5.54 3.05 29.59
6.20 3.03 29.87
6.34 3.05 27.91
5.56 3.44 26.61
5.81 2.63 27.07
6.35 3.25 27.61
5.88 2.54 27.66
5.71 2.72 29.66
5.25 3.13 22.63
6.01 2.25 27.84
6.65 2.37 28.84
6.91 3.06 28.60
6.75 1.86 32.48
6.27 3.14 26.96
6.58 1.74 29.21
5.52 2.02 25.94
5.50 1.81 25.21
5.73 1.76 25.40
6.00 1.99 27.38
5.67 2.11 24.83
6.22 1.58 25.94
6.11 3.16 28.87
5.78 3.44 26.17
7.12 2.24 33.21
6.63 1.87 28.03
5.70 1.11 27.11
5.92 1.77 30.35
6.25 1.28 31.31
5.23 1.96 25.20
5.83 1.50 28.89
4.92 1.76 26.55
5.14 1.61 27.86
5.28 1.84 30.03
5.59 1.65 26.94
5.91 1.92 29.41
7.12 2.09 33.88
6.90 2.43 31.36
6.38 2.06 33.53
6.16 2.29 30.04
6.16 2.06 30.78
6.48 1.49 31.80
5.79 1.27 28.34
7.11 2.23 33.33
5.85 1.39 31.55
6.35 0.90 33.44
5.62 1.55 28.61
5.71 1.25 32.86
5.84 2.01 33.14
3.83 2.70 20.69
5.29 1.61 30.73
6.20 1.25 32.14
6.37 1.38 31.59
6.22 1.42 32.58
6.29 1.45 30.92
6.25 2.01 31.84
6.47 1.28 32.53
5.45 1.39 29.95
6.32 1.51 34.59
4.94 1.90 28.28
5.06 1.80 25.98
5.29 1.59 23.83
7.51 2.13 36.52
5.38 1.90 27.68
5.47 1.84 25.54
5.51 1.82 27.11
4.93 1.69 23.53
3.76 3.22 22.14
5.00 1.57 24.86
5.90 1.48 30.12
5.56 1.30 29.14
5.70 1.20 30.23
5.59 1.47 28.88
5.60 1.21 30.82
6.32 1.38 32.59
6.10 1.26 32.09
5.75 1.17 31.09
5.99 0.95 33.27
5.97 0.92 31.33
5.58 0.88 29.12
6.13 0.87 33.07
6.32 1.27 35.39
6.01 1.20 30.88
7.00 1.23 33.43
6.61 1.02 32.55
7.04 1.49 34.82
7.06 1.72 33.42
6.46 1.36 33.65
5.93 0.97 31.03
6.32 1.06 32.87
6.43 1.11 33.64
6.14 1.20 31.54
7.25 1.67 39.75
6.34 1.05 34.45
6.75 1.42 34.74
6.40 1.02 32.17
6.28 1.54 30.96
5.82 1.05 30.96
6.11 1.35 32.33
6.27 1.16 34.77
6.49 2.06 32.09
6.21 1.30 30.23
6.70 1.27 32.94
6.26 1.39 33.80
7.45 1.87 35.45
