6.64 0.84 32.99
6.73 1.26 35.84
5.23 1.75 28.38
6.30 1.42 36.73
5.56 1.24 30.57
5.91 1.15 33.43
6.32 1.30 33.67
6.74 1.11 37.37
7.07 1.43 36.09
7.46 1.66 40.32
5.62 1.58 32.89
7.27 1.98 35.13
5.35 1.30 27.46
5.27 1.14 23.73
6.48 1.00 31.33
5.40 0.97 26.97
5.73 0.91 26.56
6.32 0.93 29.29
5.82 0.96 27.85
5.42 1.33 23.18
4.55 2.21 23.98
5.15 1.53 27.27
6.01 1.39 29.46
5.21 1.99 23.55
5.34 1.86 25.71
6.18 1.40 29.33
5.21 1.54 24.18
5.46 1.54 25.44
5.24 1.57 23.30
6.49 1.15 30.80
5.80 1.97 26.79
6.41 2.15 30.51
6.61 1.27 33.84
5.95 1.33 31.52
4.51 2.46 23.25
5.07 1.83 25.87
5.31 1.34 25.39
5.46 1.58 25.46
5.72 1.02 27.75
4.74 1.87 24.40
5.98 0.96 29.41
6.61 1.12 33.36
5.83 1.49 31.46
6.06 1.74 28.38
6.32 2.44 28.75
5.44 2.18 24.83
5.54 1.52 27.60
6.79 1.25 34.64
6.69 1.30 35.30
6.83 1.58 34.12
7.73 2.39 39.29
7.63 2.01 35.38
7.59 2.26 37.13
6.43 1.02 29.48
6.22 0.92 30.55
5.87 0.96 29.69
6.48 1.23 32.11
7.83 1.99 40.40
6.99 1.37 35.23
6.65 1.22 35.90
6.69 1.26 34.93
6.27 1.35 32.17
6.85 1.33 37.00
6.91 1.22 36.31
7.28 1.63 40.73
7.05 1.38 38.35
7.31 1.71 41.50
6.32 0.86 32.28
6.46 0.84 33.87
6.55 1.18 36.20
7.20 1.85 36.23
6.42 1.00 35.17
8.08 2.25 43.60
6.93 1.31 36.68
6.02 1.48 31.05
7.08 1.35 38.67
6.73 1.34 39.10
6.88 1.62 38.49
6.68 1.38 37.45
7.12 1.58 38.42
5.96 1.08 32.80
6.73 1.50 36.00
6.87 1.19 36.41
6.14 1.02 32.36
6.24 1.34 33.79
7.80 2.06 41.99
7.24 1.87 38.80
6.82 1.44 37.34
6.36 1.03 35.80
6.71 1.03 34.51
6.31 0.80 32.17
7.39 1.76 40.79
6.64 1.19 37.19
6.41 0.80 32.74
6.10 0.96 32.23
5.76 1.31 30.61
6.00 1.60 32.51
5.74 1.37 32.36
5.55 1.10 29.04
6.49 1.47 32.35
5.00 1.66 24.49
6.08 1.22 30.31
5.52 1.35 29.78
6.13 1.00 33.09
5.86 1.42 28.13
6.63 1.58 33.79
7.08 1.36 37.67
6.20 0.98 32.25
6.70 1.24 35.24
5.47 1.40 33.16
5.78 1.22 32.11
6.04 1.08 34.01
6.68 1.22 36.37
6.83 1.26 38.39
6.58 1.19 35.84
6.39 1.08 36.53
5.43 1.73 29.52
6.43 1.19 33.32
6.64 1.03 32.81
6.89 1.51 32.31
5.81 1.09 29.60
6.60 1.12 34.93
6.88 1.23 34.89
6.44 0.91 33.75
5.08 1.53 30.51
6.48 1.08 31.60
6.15 1.23 32.59
6.29 1.34 30.71
5.50 1.34 32.63
6.88 1.60 36.43
6.62 1.17 34.54
6.14 1.17 33.64
5.94 1.19 30.64
6.02 1.26 30.11
7.31 1.62 35.74
6.38 1.56 34.15
6.86 1.64 39.67
7.21 2.03 36.03
7.62 2.30 39.18
6.48 1.23 32.19
7.28 1.92 34.01
6.87 1.51 34.21
6.25 1.32 32.57
6.37 1.40 31.31
5.99 1.45 31.89
5.54 1.42 29.61
5.51 1.46 30.48
5.24 1.59 27.34
5.28 2.28 28.25
5.49 1.91 30.82
6.40 1.02 35.85
5.82 1.22 32.65
5.85 1.20 33.18
5.35 1.55 29.78
5.24 1.55 29.57
6.73 1.46 37.00
5.67 0.90 29.49
5.92 1.18 33.52
6.16 1.26 35.28
5.97 1.19 31.60
5.91 0.96 32.08
6.35 1.03 31.89
5.96 1.07 32.26
5.66 1.14 32.23
6.52 1.43 38.51
5.97 1.29 34.39
6.87 1.47 38.64
6.64 1.20 38.36
6.09 1.42 32.16
6.69 1.56 36.64
5.93 1.35 34.81
5.85 1.40 33.23
6.20 1.15 35.52
6.23 1.05 34.41
5.93 1.14 32.24
5.66 1.20 31.86
5.30 1.46 30.65
6.23 0.97 31.18
6.52 1.17 31.21
7.03 1.42 34.08
5.54 1.13 28.22
7.51 1.78 35.50
6.24 1.13 31.21
6.73 1.17 33.27
6.01 1.15 29.97
5.68 1.17 29.12
6.18 1.20 32.67
5.72 1.42 33.76
6.22 0.99 32.28
6.61 1.26 36.77
5.93 0.76 27.81
5.79 0.70 30.93
5.91 0.96 32.74
5.64 1.37 34.06
7.02 1.39 37.08
7.43 1.82 42.06
6.03 0.89 32.71
6.51 1.35 32.52
6.46 1.05 37.09
6.33 1.37 27.56
6.03 1.67 26.57
4.58 2.44 19.45
5.26 2.40 27.40
5.04 2.15 22.31
6.34 2.09 29.11
4.60 3.03 23.66
5.24 2.93 22.17
5.44 3.05 22.69
5.97 2.31 25.91
7.18 1.80 30.22
5.60 1.97 24.31
6.78 2.94 26.30
5.36 2.62 22.57
6.22 2.41 26.22
6.56 2.51 28.59
6.47 3.32 26.14
5.23 1.65 22.63
6.02 1.56 26.16
5.74 2.15 27.86
5.90 1.66 24.35
3.34 3.83 16.00
3.43 3.59 16.73
3.55 3.75 18.47
3.59 3.17 18.46
5.01 3.02 21.75
6.48 1.67 31.34
5.55 2.57 25.21
4.06 3.43 20.52
4.23 2.97 20.81
3.99 3.15 21.25
5.11 2.40 22.58
5.97 1.75 29.72
4.93 2.65 22.57
5.98 1.67 27.12
5.98 1.78 34.21
6.24 1.02 33.22
7.42 2.25 36.76
5.98 1.03 33.40
6.99 1.60 37.88
7.12 1.48 39.20
7.43 1.85 40.92
7.41 1.79 41.38
7.66 1.90 41.26
6.74 1.38 32.58
8.00 2.13 42.27
7.88 2.25 37.68
6.83 1.52 32.09
7.34 1.79 36.26
6.54 1.46 32.90
7.11 1.58 37.57
7.67 2.09 40.57
7.20 1.73 36.82
7.43 2.05 37.84
6.56 1.46 34.22
5.71 2.12 32.13
6.01 1.95 28.55
5.98 1.37 30.11
7.59 2.27 34.49
6.95 1.53 32.14
6.72 2.33 28.16
7.13 2.80 30.35
6.96 1.66 33.41
7.02 2.15 31.66
6.31 1.29 34.98
7.19 1.58 39.32
6.68 1.39 35.25
4.14 3.79 19.07
4.07 3.64 20.71
6.55 2.20 28.42
7.05 1.88 32.70
6.67 1.93 29.71
6.85 2.06 29.85
5.64 1.81 26.48
6.89 1.96 30.56
6.18 2.14 26.70
6.15 1.72 30.02
6.89 1.57 36.92
5.81 1.34 31.98
5.76 1.37 30.69
6.03 1.07 31.27
6.57 1.73 37.42
6.28 1.78 33.67
5.31 1.58 31.96
5.82 1.36 31.24
5.81 1.54 31.55
5.79 1.45 29.27
4.99 1.93 28.58
5.34 2.03 28.40
5.01 2.49 25.78
5.56 2.10 29.47
6.40 2.68 30.33
3.80 2.99 18.58
5.66 2.76 27.77
4.55 2.89 24.22
5.88 2.92 25.40
4.81 3.03 22.43
4.93 2.74 24.11
4.25 3.53 25.88
5.04 2.98 24.80
5.61 2.56 32.99
5.06 3.20 28.77
4.88 3.25 28.37
4.30 3.96 30.08
4.42 4.16 28.80
5.14 3.43 32.63
5.42 3.57 33.79
4.30 4.78 26.54
4.26 3.74 26.94
4.30 3.80 25.38
4.52 3.29 26.39
5.60 2.58 32.18
3.95 4.44 25.37
3.89 4.36 21.91
4.79 3.27 26.13
4.75 3.90 25.16
4.59 3.92 24.24
4.43 4.29 22.62
4.51 4.19 24.66
3.95 4.29 20.54
4.63 3.60 22.94
4.68 4.47 24.86
4.52 3.39 23.75
4.43 3.84 22.40
4.41 3.69 25.89
