6.40 0.71 32.38
6.01 1.14 34.22
5.51 0.77 25.18
7.09 1.35 32.51
7.39 1.68 36.09
5.49 0.97 29.60
5.34 1.54 27.24
5.43 1.60 28.10
5.65 0.86 28.28
5.53 1.07 29.02
5.97 0.96 29.29
6.13 1.15 28.27
6.65 1.26 33.09
5.64 0.89 30.13
5.50 1.15 26.30
5.82 0.93 29.12
6.47 1.10 30.32
6.42 0.96 31.80
5.57 1.07 29.19
6.07 0.68 32.53
5.97 0.71 30.17
5.87 0.66 28.53
7.04 1.24 35.49
6.97 1.28 37.51
6.35 0.87 32.09
5.46 0.90 27.00
6.75 1.05 32.71
5.62 1.58 25.79
4.87 2.47 22.54
6.10 1.35 28.28
7.06 1.90 30.67
5.86 1.82 23.64
5.70 1.18 24.97
5.14 1.32 24.29
6.52 1.29 29.79
4.73 2.41 18.23
4.56 2.97 15.13
6.20 1.48 24.93
4.01 4.00 13.79
4.07 2.90 11.93
4.96 2.71 15.07
3.62 3.58 11.77
4.11 3.23 10.10
4.33 2.90 11.45
3.43 4.03 10.33
3.54 4.95 13.06
4.88 3.67 19.45
4.19 3.81 11.57
4.35 4.09 10.74
5.11 2.34 19.26
5.78 2.53 17.75
5.12 2.90 14.01
4.47 3.25 15.28
4.94 2.13 16.23
4.48 3.65 17.61
4.22 3.95 12.57
4.57 4.26 18.66
5.81 2.63 13.74
5.19 2.31 15.99
5.28 2.38 16.38
5.07 2.56 13.52
5.12 2.71 16.09
5.57 2.83 15.22
6.46 2.81 15.90
6.50 2.79 19.93
5.56 2.67 13.08
5.58 2.25 16.03
4.68 2.86 10.28
4.33 2.84 10.11
2.88 5.39 12.24
3.79 4.18 4.92
3.11 4.99 11.77
3.60 3.98 8.46
3.64 4.87 6.60
2.82 5.26 8.66
3.21 5.88 14.13
3.35 4.03 10.30
1.85 4.87 7.35
1.01 6.04 3.08
1.78 4.85 7.04
1.60 5.90 2.94
1.07 6.09 1.24
1.62 7.16 6.43
1.44 7.02 2.37
2.53 8.32 10.05
2.09 7.84 5.13
2.17 7.92 5.97
2.33 8.02 7.37
2.59 8.07 6.82
2.19 7.45 8.29
2.07 6.69 11.37
1.67 6.99 5.21
2.23 7.60 10.18
0.96 6.20 3.04
2.12 7.62 5.76
2.09 7.98 8.70
1.45 6.93 5.59
2.25 7.00 11.29
1.40 6.85 7.59
2.28 7.52 5.87
2.03 7.26 1.57
1.58 6.74 3.61
1.71 7.11 4.22
1.40 6.87 3.84
1.79 7.03 5.20
1.92 7.20 6.78
1.75 6.74 3.84
1.40 6.80 4.91
2.08 7.31 6.21
1.73 7.35 2.57
2.02 7.35 3.93
1.40 6.91 7.02
1.76 7.10 2.94
1.25 6.37 4.73
1.99 6.99 8.10
1.22 6.93 1.38
2.04 7.22 9.29
2.64 8.08 7.68
2.62 7.84 8.51
2.31 7.64 5.37
2.16 7.94 7.09
2.39 7.67 7.23
1.97 7.31 8.40
1.95 7.23 6.70
2.40 8.08 7.43
2.13 7.43 8.23
2.20 7.69 5.40
1.94 7.45 9.39
2.00 7.56 4.61
2.29 7.42 6.10
1.91 7.33 6.67
2.16 7.51 8.35
2.16 7.74 5.96
1.63 6.82 4.37
1.76 6.87 3.49
2.30 7.30 4.45
2.22 7.60 3.05
2.07 7.48 4.19
1.55 6.63 3.42
2.03 7.12 7.87
1.99 7.46 3.73
1.43 6.71 2.08
2.08 7.60 3.84
1.48 6.88 3.46
2.43 7.85 8.05
1.82 6.98 5.38
1.34 6.98 3.16
1.85 6.24 8.52
1.73 6.83 9.93
1.50 7.05 2.99
1.40 6.92 4.17
1.59 6.37 8.02
1.16 6.28 3.65
1.93 6.98 7.27
1.86 6.97 6.69
1.74 7.29 5.00
1.35 6.86 3.82
2.13 7.24 9.78
2.18 7.42 10.57
2.22 7.24 7.02
1.81 6.98 7.32
1.44 6.36 6.22
1.89 6.75 6.64
2.68 7.68 6.88
1.91 6.63 5.07
1.72 6.99 5.69
1.86 6.21 7.54
1.58 6.44 3.98
1.48 7.09 4.54
1.92 6.65 5.80
1.46 6.42 7.40
1.38 6.43 3.59
1.32 5.56 7.21
1.49 5.28 8.26
1.08 6.00 5.95
2.31 7.04 9.51
2.01 6.60 7.92
1.78 6.39 8.83
1.34 5.61 4.44
1.46 6.45 2.34
2.11 5.07 7.80
1.42 6.06 1.28
1.61 5.35 4.65
1.46 6.08 3.38
1.57 5.62 5.26
1.84 5.53 6.94
2.23 4.53 11.32
1.92 4.96 7.48
2.10 5.50 6.08
1.89 5.56 7.19
1.86 5.98 7.36
2.54 7.06 9.66
1.59 6.33 7.35
1.73 6.46 9.88
1.81 6.45 4.40
1.73 5.48 6.81
2.79 7.19 8.60
1.81 6.37 9.32
1.66 5.98 3.58
1.88 4.77 7.37
1.45 5.42 3.31
1.52 6.05 3.70
1.47 5.89 5.15
1.15 6.09 0.42
1.73 5.61 6.80
1.22 6.52 3.12
1.69 4.92 6.94
1.81 5.61 6.46
1.41 5.80 5.19
1.81 5.33 11.18
1.62 5.30 7.52
1.86 5.75 9.01
2.18 6.32 8.45
2.27 6.53 9.38
2.54 6.28 10.33
2.07 5.80 10.88
1.65 5.79 7.58
1.64 5.70 7.21
0.94 5.84 4.61
1.95 5.68 8.57
1.87 5.71 9.05
1.70 5.73 8.21
1.63 5.92 3.95
2.36 6.02 10.22
1.73 5.40 8.58
1.30 5.55 7.65
1.75 5.53 10.35
2.10 5.76 8.72
1.51 5.37 7.73
1.70 5.45 9.42
1.99 5.91 11.44
1.77 6.33 7.32
1.69 5.61 8.64
2.12 7.06 3.42
1.60 6.00 5.77
1.77 5.31 10.60
1.60 5.33 7.07
2.02 4.86 9.14
1.87 5.71 11.50
1.76 7.22 4.24
1.92 6.74 7.31
1.82 6.10 8.48
1.82 5.67 9.64
1.41 5.57 8.41
1.64 6.15 8.39
1.44 6.67 2.90
2.11 6.86 6.73
1.13 6.22 3.32
1.24 5.95 5.73
1.72 6.34 7.50
1.23 6.34 3.19
1.88 7.05 5.03
1.62 5.89 4.22
1.58 5.35 5.23
2.18 4.72 10.81
2.39 4.84 7.66
2.06 6.68 3.46
2.04 5.36 4.80
2.61 4.53 13.45
3.22 3.91 20.80
2.41 4.55 14.23
2.25 4.76 14.01
3.02 4.49 18.35
2.27 4.91 13.86
2.35 4.81 13.78
2.67 5.05 17.31
2.59 5.18 16.11
2.01 5.51 11.64
2.96 4.35 16.37
3.29 3.63 18.96
2.71 4.13 15.89
3.18 4.45 21.40
1.85 5.05 11.60
1.25 6.11 6.14
1.05 5.93 4.75
1.53 5.42 8.12
1.71 5.87 8.57
1.66 5.54 8.25
1.34 5.84 8.25
1.21 5.75 6.49
1.26 5.99 6.69
1.11 5.72 6.38
2.26 5.11 13.97
1.94 6.01 11.76
1.46 5.43 10.08
1.48 6.00 8.19
2.18 5.48 14.12
1.49 5.51 8.14
1.38 6.13 6.33
1.28 6.10 6.39
2.01 5.33 10.96
1.91 5.13 11.09
1.65 6.06 8.28
1.73 6.33 9.81
1.72 6.17 7.42
1.67 5.75 9.47
1.51 5.71 9.72
1.38 5.47 5.70
1.70 6.02 8.79
1.66 5.91 8.18
1.73 4.84 5.46
0.87 5.98 2.54
1.04 5.96 1.43
1.79 5.85 7.18
1.52 5.94 5.30
1.66 5.95 5.00
1.75 6.00 5.13
1.58 5.97 4.24
1.62 5.74 8.83
1.62 6.21 6.98
1.79 6.10 10.13
1.79 5.36 10.47
1.74 6.21 8.92
1.42 6.79 4.33
1.26 6.49 2.78
1.16 6.24 6.34
1.11 5.76 4.41
1.56 6.50 3.17
1.40 6.33 5.57
1.91 5.74 8.00
1.66 5.89 9.92
1.51 5.51 8.86
1.38 5.77 8.77
1.30 5.70 8.71
1.74 5.86 9.06
1.19 5.96 6.33
1.59 5.61 6.54
1.73 5.54 8.59
1.42 5.48 6.26
1.31 6.29 4.23
0.95 5.68 4.33
1.24 5.41 7.21
1.53 5.37 10.31
1.63 5.52 10.12
0.83 6.31 1.97
1.59 5.87 8.15
1.93 5.41 10.94
1.26 5.75 5.68
1.63 5.68 7.50
1.25 5.97 3.64
1.83 5.56 12.51
1.35 5.70 7.64
1.55 5.96 9.84
1.62 5.66 9.28
1.81 5.31 9.84
2.58 6.81 12.73
1.83 6.16 8.41
1.74 6.09 9.70
0.98 5.79 4.46
1.32 5.91 6.24
1.73 6.21 9.34
1.77 5.31 9.71
1.32 6.49 7.48
1.24 6.08 5.21
1.35 5.81 7.49
1.15 5.97 4.11
0.98 5.96 3.87
0.99 6.41 4.57
1.82 5.33 6.36
1.64 5.51 8.50
1.74 6.19 8.36
1.68 4.99 5.76
0.94 5.89 2.91
1.44 5.36 6.91
1.77 5.05 8.78
1.74 4.99 7.29
1.82 5.76 11.12
1.60 4.82 7.50
2.31 4.83 9.30
1.16 5.83 7.23
1.15 5.34 6.86
1.31 5.77 7.67
1.43 5.63 7.70
1.73 5.76 9.11
1.94 6.10 10.49
2.10 6.51 12.09
1.70 6.03 10.24
1.93 5.46 8.66
1.90 5.23 6.14
1.25 6.01 5.00
1.61 5.78 5.62
2.23 6.02 8.12
1.71 5.96 9.68
2.23 6.53 12.09
1.55 6.25 8.41
1.87 6.20 6.83
1.67 6.07 9.36
1.91 6.23 11.33
1.81 5.75 6.50
1.87 5.83 8.37
1.84 5.83 10.51
2.47 6.16 14.00
2.32 6.19 10.70
2.11 6.34 10.83
2.41 6.88 10.50
2.12 6.76 11.36
1.48 6.53 10.64
1.33 6.48 7.64
1.37 6.08 4.16
1.42 5.83 9.76
1.43 5.61 7.92
1.83 5.94 10.59
1.87 5.91 12.05
1.90 6.23 8.18
1.94 6.15 9.36
1.51 6.08 5.29
1.90 6.13 11.62
2.10 6.29 10.12
1.76 6.51 9.19
1.73 6.11 8.49
2.05 6.04 10.71
2.05 6.32 8.46
1.82 6.40 10.54
1.40 6.07 5.80
1.99 5.97 12.30
2.00 6.08 7.91
1.96 5.66 9.84
2.25 6.25 11.72
2.15 6.45 9.61
1.86 6.14 8.78
1.60 6.34 8.02
1.73 6.21 9.03
1.87 5.79 6.06
1.76 5.99 9.79
2.11 5.42 9.75
1.97 6.35 12.10
1.84 5.89 7.34
1.93 5.92 7.42
1.86 6.06 8.07
2.02 5.75 11.73
1.82 5.83 8.87
2.13 5.43 11.18
1.76 6.10 9.52
1.77 6.02 8.76
1.84 5.71 10.34
1.63 5.89 6.38
2.14 5.51 10.55
1.86 5.84 9.80
2.00 5.82 10.35
1.73 5.90 9.52
1.56 6.28 7.43
2.22 6.09 11.60
1.90 5.97 8.99
1.99 6.02 9.82
1.94 5.73 9.22
1.94 6.24 9.20
1.90 6.37 7.97
1.68 5.97 5.97
2.12 5.58 8.67
2.53 6.18 7.03
1.85 6.08 8.56
2.17 6.08 8.43
2.28 6.71 9.51
2.14 6.23 9.77
2.14 6.48 11.87
2.29 6.51 8.17
1.65 6.01 9.50
2.49 5.90 11.97
1.94 6.09 11.33
1.78 6.19 9.77
1.88 6.05 9.47
1.60 5.92 10.03
1.54 5.62 9.12
1.59 5.46 6.65
1.83 5.53 7.86
1.66 5.96 6.26
1.71 6.28 9.47
1.68 5.96 9.77
1.95 5.81 11.30
1.53 5.93 7.54
1.82 5.88 6.66
1.82 5.47 6.05
2.09 5.73 9.65
1.79 5.51 10.40
2.06 5.96 8.00
2.19 5.68 9.44
2.01 5.80 8.99
2.29 5.66 13.02
2.01 5.78 9.01
1.94 6.25 9.36
2.01 5.86 10.27
2.15 5.66 9.98
2.40 5.54 11.34
2.28 5.55 10.11
2.40 6.15 7.91
2.01 5.78 8.65
1.86 5.80 9.08
2.08 5.82 10.91
1.72 6.11 9.64
1.83 6.04 10.90
2.25 5.92 13.72
2.31 6.27 13.47
2.07 6.11 13.17
1.97 5.84 11.59
2.01 5.78 10.89
1.92 5.40 11.02
1.98 5.89 10.51
