6.79 1.12 34.18
7.08 1.47 37.22
7.28 1.55 36.30
6.94 1.21 34.46
7.09 1.62 36.30
6.67 1.07 33.54
7.78 2.02 41.84
6.62 1.34 38.25
6.81 1.42 39.54
6.27 0.88 33.86
5.57 1.18 31.17
6.24 1.09 34.92
6.85 1.51 38.59
6.74 1.76 34.02
6.78 1.12 35.48
6.38 1.34 33.72
7.09 1.46 39.04
7.16 1.57 40.19
5.88 1.25 34.86
6.62 1.29 36.30
6.00 1.09 34.12
6.09 1.39 32.29
6.18 1.22 32.45
5.82 3.28 26.53
5.50 2.97 27.33
5.02 2.50 25.64
3.87 3.79 20.06
4.85 2.85 25.13
5.25 3.12 28.13
5.93 2.37 30.82
4.85 3.06 23.59
4.32 3.16 23.00
4.45 3.61 24.34
4.19 3.72 21.53
4.61 3.17 23.43
4.74 3.35 24.05
3.93 3.39 21.27
4.60 3.17 27.36
4.11 3.62 23.41
4.18 3.38 21.28
3.55 3.86 20.01
2.90 4.59 18.52
4.79 2.97 30.28
3.67 4.57 22.69
4.59 3.71 28.23
4.42 3.75 23.47
3.98 4.02 23.49
4.66 3.31 27.76
4.23 4.27 21.44
3.85 4.20 25.33
4.48 4.20 27.00
3.95 4.23 25.88
4.42 3.65 27.70
4.15 3.32 24.61
4.33 3.45 25.82
4.74 3.20 28.38
4.25 3.91 28.78
3.92 4.61 20.26
5.00 3.24 28.53
3.93 3.79 20.47
4.24 3.35 22.80
4.37 3.60 19.99
3.26 3.96 14.60
3.06 4.92 14.17
3.08 3.85 12.36
3.90 2.33 19.63
4.20 2.79 21.06
5.73 0.95 26.37
5.98 0.66 29.00
5.50 0.94 25.01
4.82 2.30 23.34
5.09 1.58 26.87
5.47 1.47 32.72
6.48 1.59 38.04
6.33 1.23 36.61
6.52 1.36 39.38
5.89 1.78 34.44
6.43 1.27 35.22
6.83 1.23 37.74
5.87 1.15 32.61
5.05 1.64 29.40
5.41 1.77 30.22
6.44 1.24 33.50
5.68 1.48 30.81
5.30 1.66 27.14
5.65 1.27 28.65
6.28 1.18 31.01
5.45 1.61 28.60
5.84 1.56 30.29
5.26 1.70 27.34
6.19 1.36 30.03
5.78 1.01 29.17
6.03 1.03 28.63
4.83 2.10 22.91
5.36 1.59 30.45
6.42 1.68 32.17
6.69 1.43 32.58
6.96 1.27 34.98
6.65 2.16 32.56
7.25 2.09 37.41
6.54 1.94 35.24
6.50 1.54 32.52
6.89 1.82 35.38
6.71 1.87 35.37
7.19 1.85 40.70
6.72 1.24 36.24
6.31 1.75 34.79
6.30 0.88 32.31
6.11 1.60 34.78
5.75 0.97 30.31
6.23 0.81 31.18
6.39 1.22 34.32
5.55 1.42 29.75
6.05 1.11 31.68
5.36 1.36 29.34
6.26 0.78 32.95
5.48 0.95 28.08
6.28 1.18 36.18
6.35 0.76 33.59
6.53 0.99 35.00
6.25 1.69 29.46
6.77 1.14 36.13
6.15 0.77 31.95
5.70 0.96 28.78
6.42 1.25 35.11
5.87 1.07 33.68
6.89 1.42 37.31
5.62 0.98 30.70
5.54 1.43 30.79
6.55 1.34 34.12
6.42 1.10 31.83
6.52 1.44 32.48
6.01 1.54 32.05
6.53 0.99 32.28
6.37 1.53 30.84
6.46 1.11 34.29
6.71 2.35 31.81
6.19 2.03 30.86
6.20 1.36 32.63
7.19 1.75 38.38
6.04 1.39 33.52
5.96 1.22 31.29
6.36 1.36 30.48
6.64 1.37 32.18
6.45 1.30 31.94
6.71 1.32 35.25
6.12 1.10 30.68
5.63 1.32 31.26
6.25 1.02 31.49
6.38 1.21 31.22
6.38 1.12 36.63
6.31 1.33 33.36
5.92 1.53 31.27
5.94 1.57 31.41
6.50 1.15 33.05
6.04 1.27 31.22
5.64 1.16 31.69
5.99 1.02 33.17
6.74 1.62 36.70
6.37 0.81 34.05
6.19 0.83 33.98
6.75 1.34 34.47
6.87 1.52 37.46
6.60 0.98 35.18
6.88 1.19 36.58
6.08 1.02 33.16
7.02 1.45 37.51
6.60 1.43 38.97
6.74 1.13 34.36
6.52 1.13 34.66
6.16 1.13 33.66
6.18 1.47 36.92
5.59 1.17 29.56
6.73 1.13 36.68
6.89 1.38 38.06
6.60 1.55 37.46
6.28 1.47 32.80
6.59 1.63 34.43
6.17 1.00 32.19
6.34 1.20 33.81
6.39 1.07 30.45
7.44 1.74 37.21
7.06 1.61 37.28
6.59 1.24 33.65
7.07 1.51 34.95
5.73 1.14 28.90
5.44 1.14 27.24
6.11 1.06 29.95
6.19 1.30 30.20
6.99 1.44 35.14
6.15 1.08 34.03
7.24 1.61 37.22
6.37 1.09 34.67
7.56 2.04 36.66
6.33 0.88 34.46
6.52 1.31 37.62
6.68 1.27 38.65
6.15 1.44 38.19
6.26 1.36 38.24
6.57 1.49 38.00
6.63 1.32 37.83
7.42 1.86 35.98
5.84 1.59 29.00
6.89 1.65 31.61
6.06 1.55 29.08
6.16 1.35 30.46
6.17 1.39 33.01
6.95 1.66 32.26
6.61 1.22 33.96
6.18 1.59 29.12
5.36 1.33 26.33
6.19 1.15 29.71
6.41 1.23 32.37
6.17 1.32 30.42
6.84 1.56 38.71
6.85 1.23 36.95
7.50 1.90 39.84
6.17 1.19 34.10
6.87 1.81 43.19
6.77 1.54 41.04
6.72 1.34 39.30
6.51 1.49 39.02
6.31 1.26 37.22
6.86 1.48 39.09
6.33 1.35 38.17
6.76 1.27 37.94
6.16 1.49 37.44
6.57 1.36 38.96
6.52 1.44 39.18
6.11 1.17 35.72
6.03 1.10 32.91
6.41 1.08 35.08
6.24 1.11 34.30
5.10 1.58 29.47
5.82 1.29 34.43
6.16 1.17 35.12
6.40 1.22 36.75
5.47 1.50 33.14
6.26 1.25 36.54
6.29 1.26 35.29
6.59 1.16 35.17
6.46 1.12 33.77
6.11 1.17 33.36
5.81 1.04 31.93
6.15 1.21 34.87
5.99 1.43 36.12
6.63 1.70 37.24
6.76 1.59 38.31
6.86 1.50 38.21
6.35 1.33 37.52
