snapshot pock_volume pock_asa pock_pol_asa pock_apol_asa pock_asa22 pock_pol_asa22 pock_apol_asa22 nb_AS mean_as_ray mean_as_solv_acc apol_as_prop mean_loc_hyd_dens hydrophobicity_score volume_score polarity_score charge_score prop_polar_atm as_density as_max_dst convex_hull_volume nb_abpa ALA ARG ASN ASP CYS GLN GLU GLY HIS ILE LEU LYS MET PHE PRO SER THR TRP TYR VAL
92 317.17 205.58 65.49 140.08 140.69 47.04 93.66 9 4.11 0.48 0.56 3.60 45.00 3.78 3 -1 38.46 3.14 5.63 0.00 2   1   0   0   1   1   1   0   0   0   0   3   0   0   0   0   0   1   0   0   1
93 74.76 92.93 30.13 62.80 32.00 5.25 26.76 8 3.66 0.42 0.75 4.00 23.67 4.17 4 0 44.44 2.10 4.62 0.00 2   0   0   0   1   0   0   0   0   0   0   2   1   0   0   0   0   2   0   0   0
94 109.61 102.15 35.73 66.42 55.38 22.89 32.49 2 3.90 0.44 1.00 1.00 28.33 4.00 3 0 25.00 7.09 7.09 0.00 0   1   0   0   1   0   0   0   0   0   0   2   1   0   0   0   0   1   0   0   0
95 184.53 211.09 107.23 103.86 60.16 48.69 11.47 21 3.80 0.31 0.43 5.78 23.11 3.89 4 -1 42.86 2.73 6.53 6.59 1   1   1   1   2   1   0   0   0   0   0   2   0   0   0   0   0   0   0   0   1
96 153.99 139.37 24.64 114.72 97.67 17.39 80.28 4 3.79 0.53 0.50 1.00 61.00 4.57 2 1 18.18 8.37 11.86 0.00 0   0   0   0   0   1   0   0   0   0   0   4   1   0   0   0   0   1   0   0   0
97 422.66 315.48 144.00 171.48 172.55 94.19 78.37 31 3.97 0.44 0.68 17.33 29.36 4.18 5 0 34.78 4.39 9.34 33.22 2   1   1   0   2   1   0   0   0   0   0   3   1   0   0   0   0   1   0   0   1
98 368.84 264.40 97.75 166.65 149.42 55.76 93.66 22 4.33 0.35 0.45 5.00 27.25 4.33 6 2 41.18 4.18 12.01 26.06 1   1   1   1   1   1   0   0   0   0   0   3   2   0   0   0   0   1   0   0   1
99 357.09 218.80 70.26 148.54 121.17 54.27 66.90 14 3.79 0.32 0.50 3.43 27.90 4.50 5 2 31.58 4.95 10.41 38.04 1   1   1   0   1   1   0   0   0   0   0   3   2   0   0   0   0   1   0   0   0
100 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0 0.00 0.00 0.00 0.00 0.00 0.00 0 0 0.00 0.00 -1.00 0.00 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
101 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0 0.00 0.00 0.00 0.00 0.00 0.00 0 0 0.00 0.00 -1.00 0.00 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
102 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0 0.00 0.00 0.00 0.00 0.00 0.00 0 0 0.00 0.00 -1.00 0.00 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
103 93.78 78.99 24.64 54.34 57.53 17.39 40.14 2 4.33 0.29 0.00 0.00 38.60 3.60 2 -1 40.00 0.35 0.35 0.00 0   1   0   0   1   0   0   0   0   0   0   2   0   0   0   0   0   1   0   0   0
104 368.43 251.05 129.08 121.97 215.61 123.86 91.74 13 4.25 0.48 0.46 4.67 27.12 4.88 4 2 42.86 3.63 6.37 10.85 1   1   1   0   1   0   0   0   0   0   0   3   2   0   0   0   0   0   0   0   0
105 35.80 46.40 15.00 31.40 24.16 6.96 17.20 4 3.50 0.48 1.00 1.50 -6.00 3.50 3 0 20.00 0.16 0.33 0.00 0   1   0   0   1   0   0   0   0   0   0   0   1   0   0   0   0   1   0   0   0
106 111.30 126.06 46.36 79.70 74.01 28.13 45.87 3 3.83 0.58 0.67 1.00 38.40 4.60 2 0 30.00 6.03 8.96 0.00 0   0   0   0   1   0   0   0   0   0   0   2   1   0   0   0   0   0   0   0   1
107 77.77 106.47 36.43 70.04 47.80 19.13 28.67 2 3.75 0.29 0.50 0.00 38.60 3.60 2 -1 33.33 2.54 2.54 0.00 0   1   0   0   1   0   0   0   0   0   0   2   0   0   0   0   0   1   0   0   0
108 340.06 192.07 97.88 94.19 172.00 101.28 70.72 5 4.32 0.48 0.80 3.00 22.29 4.43 4 1 41.67 4.56 7.22 0.00 0   1   1   0   1   0   0   0   0   0   0   2   1   0   0   0   0   1   0   0   0
109 71.55 71.90 33.26 38.64 30.94 15.65 15.29 26 3.83 0.52 0.62 12.75 10.86 3.71 5 0 44.44 0.58 1.52 0.03 3   1   0   0   1   0   1   0   0   0   0   1   1   0   0   0   0   2   0   0   0
